index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
1771,28,Thriller Action Comedy Crime,,1613,chemical laxative skinheads,en,The 51st State,9.670031,07-12-2001,14,93,Released,The 51st State,5.9,173,Samuel L. Jackson Robert Carlyle Emily Mortimer Meat Loaf Rhys Ifans,Ronny Yu
1772,0,Comedy Drama,,31582,independent film,en,Flawless,5.271559,26-11-1999,4488529,112,Released,Flawless,5.9,56,Robert De Niro Philip Seymour Hoffman Barry Miller Chris Bauer Skipp Sudduth,Joel Schumacher
1773,27000000,Mystery Thriller Crime,http://www.mindhunters-thefilm.com/,16617,fbi island serial killer series of murders,en,Mindhunters,17.193659,07-05-2004,21148829,106,Released,Mindhunters,6.3,333,LL Cool J Jonny Lee Miller Kathryn Morris Patricia Vel\u00e1squez Clifton Collins Jr,Renny Harlin
1774,25000000,Comedy Drama,http://whatjusthappenedfilm.com/,8944,film producer midlife crisis independent film divorce,en,What Just Happened,8.31653,17-10-2008,6673422,104,Released,What Just Happened,5.2,127,Bruce Willis Robert De Niro Sean Penn Robin Wright Stanley Tucci,Barry Levinson
1775,0,Drama Thriller,,41488,,en,The Statement,2.653988,12-12-2003,0,120,Released,The Statement,5.9,23,Michael Caine Tilda Swinton Jeremy Northam Alan Bates Charlotte Rampling,Norman Jewison
1776,0,Comedy Drama Music,http://www.magicflutefilm.com/,37028,fictional place opera musical,en,The Magic Flute,0.548435,07-09-2006,0,133,Released,The Magic Flute,6.9,6,Joseph Kaiser Amy Carson Ren\u00e9 Pape Lyubov Petrova Benjamin Jay Davis,Kenneth Branagh
1777,26000000,Action Adventure Comedy Family,http://paulblartmallcop.com/,14560,security guard duringcreditsstinger,en,Paul Blart: Mall Cop,31.250383,15-01-2009,183293131,91,Released,Paul Blart: Mall Cop,5.2,788,Kevin James Keir O'Donnell Jayma Mays Raini Rodriguez Shirley Knight,Steve Carr
1778,26000000,Comedy,,10330,single parent brother sister relationship mistake in person bride talk show,en,Freaky Friday,24.345651,03-08-2003,110230332,97,Released,Freaky Friday,6,879,Jamie Lee Curtis Lindsay Lohan Mark Harmon Harold Gould Haley Hudson,Mark Waters
1779,26000000,Comedy Romance,http://www.universalstudiosentertainment.com/the-40-year-old-virgin/,6957,first time virgin,en,The 40 Year Old Virgin,38.473732,11-08-2005,109449237,116,Released,The 40 Year Old Virgin,6.2,1983,Steve Carell Catherine Keener Paul Rudd Romany Malco Seth Rogen,Judd Apatow
1780,25000000,Romance History,,1934,shakespeare love of one's life oscar award theatre play theatre group,en,Shakespeare in Love,31.792964,11-12-1998,289317794,122,Released,Shakespeare in Love,6.8,796,Joseph Fiennes Gwyneth Paltrow Geoffrey Rush Tom Wilkinson Judi Dench,John Madden
1781,28000000,Crime Drama Mystery Thriller,,169917,based on novel murder mafia private investigator new york city,en,A Walk Among the Tombstones,61.309619,18-09-2014,53181600,113,Released,A Walk Among the Tombstones,6.2,1131,Liam Neeson Dan Stevens David Harbour Boyd Holbrook Adam David Thompson,Scott Frank
1782,15000000,Comedy,,951,crime fighter cook drug dealer dying and death kindergarten,en,Kindergarten Cop,5.411154,21-12-1990,201957688,111,Released,Kindergarten Cop,5.8,628,Arnold Schwarzenegger Penelope Ann Miller Pamela Reed Linda Hunt Richard Tyson,Ivan Reitman
1783,27000000,Action Comedy,http://www.sonypictures.com/movies/pineappleexpress/,10189,smoking marijuana stoner roach lollipop,en,Pineapple Express,41.832392,06-08-2008,101624843,111,Released,Pineapple Express,6.6,1148,Seth Rogen James Franco Danny McBride Gary Cole Rosie Perez,David Gordon Green
1784,26000000,Drama Romance Comedy,,9454,france child abuse slavery leonardo da vinci prince,en,EverAfter,21.988861,31-07-1998,65705772,121,Released,Ever After: A Cinderella Story,6.8,399,Drew Barrymore Dougray Scott Anjelica Huston Megan Dodds Melanie Lynskey,Andy Tennant
1785,22000000,Western,,2055,horse beef ranger,en,Open Range,19.068175,29-08-2003,68296293,139,Released,Open Range,7,262,Kevin Costner Robert Duvall Michael Gambon Michael Jeter Diego Luna,Kevin Costner
1786,26000000,Drama Horror Science Fiction Thriller,,1551,life and death afterlife swing memory medical student,en,Flatliners,24.114459,09-08-1990,61489265,115,Released,Flatliners,6.3,404,Kiefer Sutherland Julia Roberts Kevin Bacon William Baldwin Oliver Platt,Joel Schumacher
1787,22000000,Drama History War,,5902,netherlands world war ii panzer british soldier,en,A Bridge Too Far,20.256571,15-06-1977,50750000,175,Released,A Bridge Too Far,6.9,207,Dirk Bogarde James Caan Michael Caine Sean Connery Edward Fox,Richard Attenborough
1788,26000000,Horror Thriller,,11460,hostage menace hitman airplane,en,Red Eye,8.802626,04-08-2005,57891803,85,Released,Red Eye,6.2,455,Rachel McAdams Cillian Murphy Brian Cox Jayma Mays Jack Scalia,Wes Craven
1789,26000000,Horror Mystery,,9358,ambulance premonition hospital,en,Final Destination 2,37.355826,31-01-2003,90426405,90,Released,Final Destination 2,5.9,1023,Ali Larter A.J. Cook Michael Landes Tony Todd Keegan Connor Tracy,David R. Ellis
1790,26000000,Action Adventure Comedy,,134,prophecy southern usa music record country music mississippi,en,"O Brother, Where Art Thou?",39.742009,30-08-2000,71868327,106,Released,"O Brother, Where Art Thou?",7.3,1112,George Clooney John Turturro Tim Blake Nelson John Goodman Holly Hunter,Joel Coen
1791,26000000,Horror,http://www.legionmovie.com,22894,angel diner religion apocalypse demon,en,Legion,30.981604,21-01-2010,67918658,100,Released,Legion,5.2,629,Paul Bettany Dennis Quaid Kevin Durand Kate Walsh Doug Jones,Scott Stewart
1792,25000000,Thriller Crime Action,http://www.painandgainmovie.com/,134374,miami scam crime weight lifting weightlifting,en,Pain & Gain,31.893932,18-04-2013,86175291,130,Released,Pain & Gain,6.1,1573,Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed Harris,Michael Bay
1793,0,Comedy Drama Romance,,1901,midlife crisis daughter bad boss,en,In Good Company,15.376391,29-12-2004,0,109,Released,In Good Company,5.9,194,Topher Grace Scarlett Johansson Dennis Quaid Marg Helgenberger David Paymer,Paul Weitz
1794,26000000,Adventure Family Science Fiction Thriller,,15028,time airplane youth wristwatch,en,Clockstoppers,5.894163,17-03-2002,38793283,94,Released,Clockstoppers,4.9,89,Jesse Bradford Paula Garc\u00e9s Robin Thomas French Stewart Michael Biehn,Jonathan Frakes
1795,26000000,Action Crime Drama Western,,11509,sheriff fight horse male friendship two guns belt,en,Silverado,10.981038,10-07-1985,0,127,Released,Silverado,7.1,146,Kevin Kline Scott Glenn Kevin Costner Danny Glover Brian Dennehy,Lawrence Kasdan
1796,26000000,Drama Thriller War,,7445,brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law,en,Brothers,22.07638,27-01-2009,43318349,104,Released,Brothers,6.8,633,Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare Winningham,Jim Sheridan
1797,26000000,Comedy,http://www.mgm.com/view/Movie/33/,17047,london england cia teenage hero teen spy cia agent,en,Agent Cody Banks 2: Destination London,10.925618,03-12-2004,28818995,100,Released,Agent Cody Banks 2: Destination London,5.2,144,Frankie Muniz Anthony Anderson Hannah Spearritt Alfie Allen Cynthia Stevenson,Kevin Allen
1798,56000000,Comedy Romance,,62838,new year's eve illustrator caterer pedicab ticket,en,New Year's Eve,21.219292,08-12-2011,142044638,118,Released,New Year's Eve,5.7,718,Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele,Garry Marshall
1799,42000000,Drama Thriller Mystery Romance,,2057,women sex cuba eroticism lover (female),en,Original Sin,14.831402,03-08-2001,35402320,118,Released,Original Sin,5.8,198,Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison Mackie,Michael Cristofer
1800,26000000,Crime Thriller Mystery,,70436,poison blackmail masked ball historical figure buried alive,en,The Raven,22.520842,09-03-2012,29657751,111,Released,The Raven,6.1,426,John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally,James McTeigue
1801,30000000,Comedy,,16784,,en,Welcome to Mooseport,3.314094,24-02-2004,14000000,110,Released,Welcome to Mooseport,4.8,54,Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June Squibb,Donald Petrie
1802,26000000,Action Fantasy Science Fiction,,8011,japan new york scotland morocco good and bad,en,Highlander III: The Sorcerer,7.964451,29-11-1994,36800000,99,Released,Highlander: The Final Dimension,4.5,110,Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin Neufeld,Andrew Morahan
1803,26000000,Crime Drama Thriller,,31640,robbery gun fight love murder,en,Blood and Wine,1.492056,03-10-1996,0,101,Released,Blood and Wine,5.5,34,Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael Caine,Bob Rafelson
1804,26000000,Fantasy Horror,,9092,jealousy toxication castle step mother fairy-tale figure,en,Snow White: A Tale of Terror,4.810621,18-07-1997,0,100,Released,Snow White: A Tale of Terror,6,62,Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian Glover,Michael Cohn
1805,0,Comedy Crime Mystery Romance Thriller,,2779,hypnosis independent film,en,The Curse of the Jade Scorpion,9.317265,05-08-2001,0,103,Released,The Curse of the Jade Scorpion,6.5,165,Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden Stiers,Woody Allen
1806,26000000,Romance Comedy,,316002,one-night stand romantic comedy accidental love,en,Accidental Love,5.644844,10-02-2015,0,100,Released,Accidental Love,3.9,95,Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul Reubens,David O. Russell
1807,25530000,Adventure Family,,36355,dolphin florida florida keys summer,en,Flipper,4.475007,17-05-1996,20080020,95,Released,Flipper,5.3,84,Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert Deacon,Alan Shapiro
1808,26000000,Science Fiction Mystery Thriller,http://selflessmovie.tumblr.com/,238615,lie immortality terminal illness laboratory cancer,en,Self/less,66.097437,10-07-2015,30523226,116,Released,Self/less,6.3,1091,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,Tarsem Singh
1809,25000000,Drama Mystery Thriller,,1985,aids diplomat nairobi politician pharmaceutical industry,en,The Constant Gardener,20.679652,31-08-2005,82466670,129,Released,The Constant Gardener,6.8,417,Ralph Fiennes Rachel Weisz Danny Huston Bill Nighy Donald Sumpter,Fernando Meirelles
1810,30000000,Drama,http://www.thepassionofthechrist.com/,615,christianity jewry roman empire jesus christ suffering,en,The Passion of the Christ,38.171417,25-02-2004,611899420,127,Released,The Passion of the Christ,6.9,864,Jim Caviezel Maia Morgenstern Monica Bellucci Rosalinda Celentano Sergio Rubini,Mel Gibson
1811,25000000,Comedy Drama Family,,788,san francisco parents kids relationship restaurant nanny mask,en,Mrs. Doubtfire,30.884535,24-11-1993,441286195,125,Released,Mrs. Doubtfire,7,1591,Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly Holliday,Chris Columbus
1812,25000000,Drama,,380,individual mentally disabled autism loss of father yuppie,en,Rain Man,49.510658,11-12-1988,412800000,133,Released,Rain Man,7.6,1709,Dustin Hoffman Tom Cruise Valeria Golino Gerald R. Molen Jack Murdock,Barry Levinson
1813,33000000,Drama,http://www.thegrantorino.com/,13223,rape war veteran immigration priest gang,en,Gran Torino,50.7453,09-12-2008,269958228,116,Released,Gran Torino,7.8,3086,Clint Eastwood Christopher Carley Bee Vang Ahney Her Brian Haley,Clint Eastwood
1814,25100000,Drama History,http://www.wthefilm.com,10523,usa white house usa president george w. bush president,en,W.,10.445391,17-10-2008,29506464,131,Released,W.,6.1,143,Josh Brolin Elizabeth Banks Ellen Burstyn Ioan Gruffudd Thandie Newton,Oliver Stone
1815,25000000,Action Thriller,,8681,paris kidnapping human trafficking rescue prostitution,en,Taken,80.879032,18-02-2008,226830568,93,Released,Taken,7.2,4369,Liam Neeson Famke Janssen Maggie Grace Katie Cassidy Holly Valance,Pierre Morel
1816,26000000,Drama Romance,,239571,high school sweetheart,en,The Best of Me,33.93914,16-10-2014,35926213,117,Released,The Best of Me,7.2,765,Michelle Monaghan James Marsden Liana Liberato Luke Bracey Gerald McRaney,Michael Hoffman
1817,25000000,Thriller Action Drama Music Romance,,619,sister sister relationship anonymous letter diva bodyguard oscar award,en,The Bodyguard,26.576385,25-11-1992,411006740,129,Released,The Bodyguard,6.1,661,Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary Kemp,Mick Jackson
1818,22000000,Drama History War,http://www.schindlerslist.com/,424,factory concentration camp hero holocaust world war ii,en,Schindler's List,104.469351,29-11-1993,321365567,195,Released,Schindler's List,8.3,4329,Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan Sagall,Steven Spielberg
1819,25000000,Drama,http://thehelpmovie.com/#/splash,50014,mississippi based on novel exploitation racial segregation racism,en,The Help,42.191509,09-08-2011,124272124,146,Released,The Help,7.8,1910,Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica Chastain,Tate Taylor
1820,28000000,Drama Thriller,,162903,journalist biography internet information leak activist,en,The Fifth Estate,20.267062,11-10-2013,8555008,128,Released,The Fifth Estate,5.7,364,Benedict Cumberbatch Daniel Br\u00fchl Anthony Mackie David Thewlis Alicia Vikander,Bill Condon
1821,0,Mystery Fantasy Adventure Comedy,,11024,detective monster engine based on tv series dog,en,Scooby-Doo 2: Monsters Unleashed,22.644275,24-03-2004,181466833,93,Released,Scooby-Doo 2: Monsters Unleashed,5.4,500,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Seth Green,Raja Gosnell
1822,26000000,Thriller Adventure Mystery Fantasy,,208763,monster mystic church demon witchcraft,ru,Viy,7.182761,30-01-2014,0,127,Released,Forbidden Kingdom,4.9,71,Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga Zaytseva,Oleg Stepchenko
1823,30000000,Horror,,6466,murder marijuana teenager bad dream,en,Freddy vs. Jason,26.69592,15-08-2003,114908830,97,Released,Freddy vs. Jason,5.8,594,Robert Englund Ken Kirzinger Jason Ritter Monica Keena Lochlyn Munro,Ronny Yu
1824,0,Thriller Drama,,254024,murder investigation,en,The Face of an Angel,7.336256,06-09-2014,0,100,Released,The Face of an Angel,4.7,64,Kate Beckinsale Cara Delevingne Daniel Br\u00fchl Ava Acres Corrado Invernizzi,Michael Winterbottom
1825,25000000,Action Adventure Animation Comedy Family,,12589,showdown gi villain genius alien,en,Jimmy Neutron: Boy Genius,12.739721,21-12-2001,80936232,83,Released,Jimmy Neutron: Boy Genius,5.6,231,Debi Derryberry Megan Cavanagh Mark DeCarlo Jeffrey Garcia Patrick Stewart,John A. Davis
1826,25000000,Action Thriller Science Fiction,http://www.cloverfieldmovie.com/,7191,helicopter monster skyscraper fight camcorder,en,Cloverfield,46.942396,15-01-2008,170764026,85,Released,Cloverfield,6.4,2251,Lizzy Caplan Jessica Lucas Odette Annable Michael Stahl-David Mike Vogel,Matt Reeves
1827,25000000,Science Fiction Adventure Action Comedy Family,,1497,crime fighter fight mutant turtle ninja,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,22-03-1991,78000000,88,Released,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,Paige Turco David Warner Michelan Sisti Leif Tilden Kenn Scott,Michael Pressman
1828,25000000,Crime Drama History Thriller,,117,white suit al capone tough cop treasury agent untouchable,en,The Untouchables,38.272889,02-06-1987,76270454,119,Released,The Untouchables,7.6,1384,Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De Niro,Brian De Palma
1829,25000000,Crime Drama Thriller,,6977,texas drug traffic hitman united states\u2013mexico barrier suspense,en,No Country for Old Men,53.645267,08-11-2007,171600000,122,Released,No Country for Old Men,7.7,3003,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly Macdonald,Joel Coen
1830,25000000,Action Comedy,,168530,police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men,en,Ride Along,28.468,07-01-2014,153997819,99,Released,Ride Along,6.1,853,Ice Cube Kevin Hart John Leguizamo Bruce McGill Tika Sumpter,Tim Story
1831,25000000,Comedy Romance Drama,,634,holiday london england england alcohol sex,en,Bridget Jones's Diary,35.310712,13-04-2001,281929795,97,Released,Bridget Jones's Diary,6.5,1356,Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim Broadbent,Sharon Maguire
1832,25000000,Comedy Drama Romance,,392,chocolate mayor praline single mother daughter relationship,en,Chocolat,28.727731,14-12-2000,152500343,121,Released,Chocolat,6.8,951,Juliette Binoche Alfred Molina Johnny Depp Judi Dench Leslie Caron,Lasse Hallstr\u00f6m
1833,45000000,Comedy,,10327,washington d.c. boston chambers of a barrister tierversuch lawyer,en,"Legally Blonde 2: Red, White & Blonde",4.340616,02-07-2003,124914842,95,Released,"Legally Blonde 2: Red, White & Blonde",5.1,377,Reese Witherspoon Sally Field Regina King Jennifer Coolidge James Newman,Charles Herman-Wurmfeld
1834,25000000,Comedy,,88042,,en,Parental Guidance,14.604911,25-12-2012,119772232,104,Released,Parental Guidance,5.7,210,Billy Crystal Bette Midler Marisa Tomei Tom Everett Scott Bailee Madison,Andy Fickman
1835,25000000,Comedy Romance,http://www.nostringsattachedmovie.com/,41630,father son relationship casual meeting student of medicine friends valentine,en,No Strings Attached,38.688822,21-01-2011,147780440,107,Released,No Strings Attached,6.1,1331,Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman
1836,25000000,Action Adventure Drama History Western,,11969,retirement wyatt earp right and justice historical figure,en,Tombstone,30.537845,25-12-1993,56505065,130,Released,Tombstone,7.4,626,Kurt Russell Val Kilmer Sam Elliott Bill Paxton Powers Boothe,George P. Cosmatos
